millis,label,ax,ay,az,gx,gy,gz
5886284,u,0.0068,-0.2186,1.0224,-1.0500,-0.4200,-1.6100
5886293,u,0.0044,-0.2137,1.0224,-4.2000,-1.8900,-1.2600
5886302,u,0.0029,-0.2118,1.0189,-4.2000,-3.3600,-0.2100
5886312,u,0.0010,-0.2128,1.0131,-5.3200,-4.1300,1.4700
5886322,u,0.0000,-0.2142,1.0141,-6.5100,-3.7100,3.7100
5886332,u,0.0029,-0.2128,1.0160,-8.2600,-2.4500,5.8800
5886341,u,0.0083,-0.2191,1.0175,-6.5100,-0.9800,7.3500
5886351,u,-0.0010,-0.2176,1.0170,-5.2500,-0.0700,7.9100
5886361,u,-0.0020,-0.2206,1.0146,-4.2000,-0.1400,7.2800
5886370,u,-0.0029,-0.2303,1.0146,-2.8000,-0.8400,6.4400
5886379,u,-0.0020,-0.2372,1.0199,-1.4700,-1.3300,5.9500
5886389,u,0.0024,-0.2401,1.0243,-1.2600,-1.4000,5.6000
5886399,u,0.0034,-0.2440,1.0219,-0.6300,-1.7500,4.6200
5886409,u,-0.0005,-0.2440,1.0150,0.3500,-2.8000,3.0800
5886418,u,-0.0049,-0.2386,1.0072,1.4700,-4.5500,0.9100
5886427,u,-0.0063,-0.2352,1.0014,0.7000,-6.4400,-1.1900
5886437,u,-0.0054,-0.2372,0.9984,-1.1900,-7.8400,-2.5900
5886447,u,0.0010,-0.2347,0.9975,-1.6100,-8.0500,-2.6600
5886457,u,0.0054,-0.2250,0.9931,-2.4500,-7.4200,-1.7500
5886466,u,0.0020,-0.2201,0.9882,-3.5000,-6.2300,-0.4900
5886476,u,-0.0015,-0.2206,0.9892,-4.0600,-4.6200,0.8400
5886486,u,0.0020,-0.2240,0.9941,-4.6900,-2.7300,2.1700
5886495,u,0.0063,-0.2284,0.9970,-3.8500,-0.9800,3.2900
5886504,u,0.0044,-0.2298,0.9984,-1.1900,0.2100,3.5000
5886514,u,-0.0005,-0.2318,0.9989,0.4200,0.2100,2.8000
5886524,u,-0.0024,-0.2372,0.9999,1.0500,-0.6300,0.2800
5886534,u,-0.0034,-0.2381,1.0014,1.3300,-3.3600,-0.9800
5886543,u,-0.0034,-0.2352,1.0024,-1.6100,-4.6200,-2.3800
5886552,u,-0.0049,-0.2338,1.0024,-1.6100,-5.5300,-3.4300
5886562,u,-0.0073,-0.2323,1.0033,-6.0200,-6.0200,-4.1300
5886572,u,-0.0068,-0.2333,1.0072,-7.4900,-5.9500,-4.0600
5886582,u,-0.0054,-0.2367,1.0072,-8.0500,-5.6700,-3.6400
5886591,u,-0.0049,-0.2386,1.0067,-7.0000,-5.3900,-3.0100
5886601,u,-0.0029,-0.2401,1.0067,-4.7600,-5.1800,-2.4500
5886611,u,-0.0029,-0.2381,1.0038,-1.6800,-4.9700,-2.1000
5886620,u,-0.0044,-0.2333,0.9989,0.1400,-4.8300,-2.0300
5886629,u,-0.0059,-0.2298,0.9960,1.6800,-4.6200,-2.0300
5886639,u,-0.0059,-0.2269,0.9945,1.9600,-4.4100,-2.0300
5886649,u,-0.0024,-0.2269,0.9941,1.6800,-3.9200,-1.9600
5886659,u,-0.0020,-0.2255,0.9936,1.4000,-3.4300,-1.5400
5886668,u,-0.0029,-0.2240,0.9921,0.7700,-2.9400,-1.0500
5886677,u,-0.0034,-0.2240,0.9931,1.1200,-2.3800,-0.6300
5886687,u,-0.0044,-0.2230,0.9994,1.2600,-1.8900,-0.1400
5886697,u,-0.0020,-0.2269,1.0053,1.3300,-1.3300,0.2800
5886707,u,-0.0015,-0.2289,1.0063,2.8700,-0.8400,0.5600
5886716,u,-0.0039,-0.2250,1.0048,3.8500,-0.7700,0.5600
5886726,u,-0.0063,-0.2230,0.9994,3.3600,-1.1900,0.2800
5886736,u,-0.0068,-0.2206,0.9945,2.1000,-1.8900,0.0000
5886745,u,-0.0059,-0.2191,0.9921,-0.2100,-2.7300,0.0000
5886754,u,-0.0049,-0.2196,0.9882,-2.4500,-3.4300,0.2800
5886764,u,-0.0059,-0.2186,0.9858,-3.0100,-3.7800,0.4200
5886774,u,-0.0068,-0.2176,0.9882,-3.2200,-3.7800,0.5600
5886784,u,-0.0044,-0.2201,0.9926,-4.2700,-3.5700,1.1200
5886793,u,-0.0015,-0.2274,0.9970,-4.3400,-1.8900,1.8200
5886802,u,-0.0020,-0.2318,0.9999,-3.3600,-1.8900,1.9600
5886812,u,-0.0015,-0.2328,1.0014,-1.8200,0.3500,1.6800
5886822,u,-0.0029,-0.2333,1.0028,1.4700,0.9800,1.2600
5886832,u,-0.0049,-0.2318,1.0058,1.6100,1.0500,0.8400
5886841,u,-0.0034,-0.2323,1.0082,1.1900,0.4900,0.6300
5886851,u,-0.0034,-0.2406,1.0077,0.9100,-0.2800,0.7000
5886861,u,-0.0039,-0.2362,1.0067,1.0500,-1.1900,0.8400
5886870,u,-0.0039,-0.2328,1.0033,0.3500,-2.1700,0.5600
5886879,u,-0.0049,-0.2323,1.0009,0.2100,-2.8700,0.3500
5886889,u,-0.0044,-0.2308,1.0009,-0.6300,-3.2200,0.3500
5886899,u,-0.0029,-0.2323,0.9999,-1.6800,-3.0800,0.5600
5886909,u,-0.0024,-0.2328,1.0004,-2.5200,-2.7300,1.1200
5886918,u,-0.0029,-0.2323,1.0014,-3.5000,-2.3800,1.6800
5886927,u,-0.0068,-0.2357,0.9999,-3.7800,-2.2400,2.1000
5886937,u,-0.0112,-0.2391,1.0038,-1.0500,-1.9600,2.0300
5886947,u,-0.0093,-0.2347,1.0097,2.2400,-1.2600,1.8200
5886957,u,-0.0063,-0.2313,1.0106,3.2900,-0.5600,1.6800
5886966,u,-0.0063,-0.2357,1.0126,4.6900,0.0700,1.8200
5886976,u,-0.0059,-0.2362,1.0146,4.8300,0.2800,2.2400
5886986,u,-0.0068,-0.2362,1.0126,3.1500,-0.1400,2.5900
5886995,u,-0.0083,-0.2386,1.0092,1.0500,-1.2600,2.5200
5887004,u,-0.0098,-0.2411,1.0058,-1.0500,-2.8700,2.1700
5887014,u,-0.0088,-0.2416,1.0038,-2.5200,-4.4800,1.6100
5887024,u,-0.0049,-0.2425,1.0019,-3.5700,-5.3900,0.9800
5887034,u,-0.0034,-0.2450,1.0004,-2.0300,-5.5300,-0.1400
5887043,u,-0.0039,-0.2425,0.9999,-0.3500,-5.1100,-0.4200
5887052,u,-0.0034,-0.2411,0.9975,0.7000,-4.2700,-0.4200
5887062,u,-0.0044,-0.2396,0.9926,1.4000,-3.3600,-0.1400
