millis,label,ax,ay,az,gx,gy,gz
3442169,z,0.3387,-0.0493,0.9828,0.9100,-42.2800,60.3400
3442179,z,0.3314,-0.0527,0.9770,1.9600,-41.4400,61.2500
3442189,z,0.3270,-0.0517,0.9736,0.2800,-40.0400,61.9500
3442199,z,0.3274,-0.0620,0.9594,-1.8200,-38.8500,62.3000
3442208,z,0.3318,-0.0722,0.9462,0.0700,-38.1500,62.3700
3442217,z,0.3411,-0.0664,0.9389,1.8900,-37.9400,62.3700
3442227,z,0.3440,-0.0581,0.9238,0.8400,-38.5700,62.4400
3442237,z,0.3431,-0.0551,0.9023,-0.0700,-40.0400,64.1200
3442247,z,0.3377,-0.0512,0.8833,-1.1900,-42.2800,67.7600
3442256,z,0.3314,-0.0615,0.8725,-3.8500,-41.4400,73.2900
3442266,z,0.3255,-0.0781,0.8716,-3.9200,-38.9900,79.0300
3442276,z,0.3206,-0.0922,0.8847,-2.3100,-35.5600,83.5100
3442285,z,0.3211,-0.1064,0.8989,-3.1500,-32.4100,86.3800
3442294,z,0.3221,-0.1244,0.9023,-5.1800,-30.8000,88.2700
3442304,z,0.3196,-0.1864,0.8935,-4.9000,-31.0800,89.1800
3442314,z,0.3138,-0.1928,0.8779,-3.2200,-32.6900,88.4800
3442324,z,0.3143,-0.1986,0.8691,-2.8000,-34.5800,86.1700
3442333,z,0.3240,-0.2050,0.8667,-1.3300,-35.3500,83.3700
3442342,z,0.3309,-0.2030,0.8608,-0.1400,-35.0000,81.5500
3442352,z,0.3265,-0.2103,0.8555,1.6800,-34.3000,81.4100
3442362,z,0.3196,-0.2303,0.8564,4.5500,-33.8800,83.7900
3442372,z,0.3182,-0.2557,0.8569,5.9500,-34.0200,88.1300
3442381,z,0.3104,-0.2762,0.8555,5.0400,-34.5800,92.7500
3442391,z,0.3148,-0.2889,0.8613,2.2400,-34.8600,96.3900
3442401,z,0.3231,-0.2991,0.8633,-1.5400,-34.0900,98.2800
3442410,z,0.3133,-0.3226,0.8472,-5.0400,-32.8300,98.6300
3442419,z,0.3060,-0.3587,0.8233,-5.3200,-31.8500,98.2800
3442429,z,0.2996,-0.3977,0.8086,-0.9800,-31.1500,97.0900
3442439,z,0.2884,-0.4377,0.8028,6.3000,-30.8700,95.4100
3442449,z,0.2840,-0.4616,0.8018,13.8600,-31.7800,93.2400
3442458,z,0.2811,-0.4787,0.7984,15.6800,-33.8100,91.2100
3442467,z,0.2796,-0.5222,0.7764,15.4000,-36.5400,90.0200
3442477,z,0.2894,-0.5700,0.7491,20.9300,-39.3400,89.9500
3442487,z,0.2908,-0.5944,0.7315,28.2800,-41.2300,91.6300
3442497,z,0.2796,-0.6193,0.7188,31.7800,-42.2100,94.5700
3442506,z,0.2630,-0.6686,0.7071,33.5300,-40.8800,99.1200
3442516,z,0.2362,-0.7340,0.6886,37.0300,-38.8500,103.1800
3442526,z,0.2157,-0.8023,0.6500,43.1200,-36.0500,103.3200
3442535,z,0.2059,-0.8667,0.6500,51.7300,-32.9700,98.9100
3442544,z,0.1796,-0.9077,0.6749,56.9800,-29.7500,94.0800
3442554,z,0.1298,-0.9409,0.6988,55.0200,-26.6700,87.3600
